ID,Answer
359,忽必烈
360,中國
361,2000年
362,蝸牛狀
363,俄國
364,1955年
365,韓國
366,維京戈達島
367,1956年
368,史都華中校
369,1910年
370,突厥
371,阿摩訶末時期崛起，該國訛答剌地方大臣海兒汗亦納勒術前後兩次屠殺蒙古商隊並侮辱蒙古使臣
372,1988年
373,2011年
374,通過非暴力方式反對環境破壞行為，將問題帶到公眾前辯論
375,巴爾的摩
376,中華民國政府
377,社團部
378,他早年違反了一次，導致摩根神父威脅如果再犯就中斷他的大學生涯
379,電子郵件
380,孔子
381,楊浦區大連路的地鐵站2號口
382,2005年
383,中國的死囚器官捐獻出售是灰色地帶，以隱性狀態非公開方式普遍進行
384,貝拉明
385,60年代
386,雙循環泵
387,1809年
388,英鎊遭到擠兌
389,民國32年
390,害怕德軍在東線戰線上沒有足夠兵力應付俄國
391,幅員遼闊
392,盟旗制
393,受到材料與設計的影響
394,國家起源說
395,斯姆威爾茲
396,台中軟體園區
397,宣統三年九月十九日
398,1991年
399,三國史記
400,第二次工業革命
401,突厥語
402,拉海納則是島上的主要商業中心，市區有一條滿布商店和餐廳的大街直通碼頭
403,約翰·坎貝爾
404,8小時
405,百變天后
406,民國16年
407,國立廣東大學
408,亞伯拉罕諸教
409,六億七千多萬美金
410,妖怪
411,專家
412,中文
413,硫化氫
414,非常混亂
415,阿爾泰語系
416,皇太極
417,信陽市
418,5000至7000名
419,美國空軍准將
420,質量
421,科技
422,媽祖
423,鮑德溫伯爵
424,計劃委員會
425,15米
426,葛摩
427,武騎尉
428,八公分
429,2015年12月1日
430,太陽
431,那拉氏
432,辛酉政變
433,銅的礦物
434,統一企業
435,2456293.520833
436,生物學研究
437,陳誠
438,孫中山
439,與德國單獨媾和
440,德國的進出口貿易
441,九一八事變
442,1978年
443,天皇
444,731美元
445,莫比爾
446,嘉義市
447,對保護農業生產也起了較大作用
448,肺呼氣機制
449,五角星
450,波斯薩珊王朝
451,航海貿易中心
452,埃姆斯蘭高速公路阿31
453,匿蹤性能較佳
454,中國共產黨中央政治局常務委員會
455,1919年
456,一條簡單的直線
457,236路車
458,盟旗制
459,臺南州
460,布朗茜
461,南緯30度
462,一次大戰期間
463,大滿貫男子單打比賽
464,中華人民共和國
465,保守派
466,昇陽電腦公司
467,《全唐詩》
468,1912年
469,1982年
470,七年
471,奧地利
472,貝爾實驗室
473,陳奕迅
474,吳三連
475,1917年
476,米勒
477,1月8日
478,掃雷艇部隊
479,1301年海都聯軍被海山和晉王甘麻剌擊潰
480,多黨制
481,民國15年
482,80年代
483,公元前第一個千年的中期。大約在這個時期梵語開始從宗教和學習的第一語言轉變為第二語言，這標誌著古典時期的開始
484,東晉時期
485,線傳飛控
486,光明星4號
487,烏孜別克人
488,2555公里
489,第二次國共內戰
490,118年
491,茲維亞德·加姆薩胡爾季阿
492,以避免造成路口交通不暢
493,小口徑速射炮
494,荀子
495,明朝
496,7年
497,雙北合作交流平台
498,與動力系統結合，將過去兩個分離的系統的控制整合使用
499,中國政法大學
500,瑪黛茶
501,當時防空海報
502,鈉鹽
503,江戶時代
504,民國4年12月25日
505,西格里
506,1992年
507,軍政
508,貝爾根
509,太白
510,朱允[UNK]
511,十億韓國
512,低稅賦
513,小選舉區制
514,科索沃
515,「反對資產階級自由化」運動
516,自由放任
517,工業發酵
518,四年
519,段祺瑞
520,湯瑪斯伊格頓
521,溪南
522,1919年
523,蝸頂
524,戰後
525,3%
526,利用小型雷達測距儀追蹤目標的距離
527,1975年
528,氫硫酸
529,軍事冒險主義
530,使編輯長頁面更容易
531,黨費
532,在同一個生物體中可能同時有雄性及雌性的生殖器官
533,經濟建設
534,《實業部組織法》
535,港式酒樓
536,社會政治運動
537,帕吉勒提河
538,「西南美麗的地方」
539,「天」的至高無上
540,開羅
541,2013年
542,林紹良
543,1955年
544,多倫多國際電影節
545,公元前一世紀
546,柵欄
547,1898年
548,老虎
549,狄拉克
550,唐太宗
551,健康寫實電影
552,1956年7月
553,紅矮星
554,中生代
555,伊爾庫茨克國立大學
556,鐵木真
557,23406人
558,1789年
559,兩個
560,臺灣省臺北市
561,日占時期
562,藝聲
563,馬[UNK]
564,總兵官
565,《金驢記》
566,哈大客運專線
567,漢風魏韻
568,自然科學
569,反文化運動
570,英國
571,唐文宗
572,轟炸機
573,利用小型雷達測距儀追蹤目標的距離，協助飛行員找到最佳射擊時機，提高一般飛行員的命中率
574,義大利
575,中世紀
576,聽放線
577,刺史
578,18個
579,至元三十年
580,保守派
581,貝加爾湖
582,陶瓷
583,1980年代
584,法國
585,西佛羅里達
586,1997年
587,大部分驛站在今甘肅省境內
588,3年
589,聖母大學
590,1949年
591,101公里
592,國務院常務會議
593,20倍
594,喬治亞共和國
595,1943年
596,全面性戰爭
597,完全臀位
598,聯邦憲法未指明屬聯邦政府之權力
599,韓國
600,氯仿
601,土耳其人
602,瀕危物種
603,越戰
604,公民權
605,可再生能源發電
606,極端大陸性氣候
607,臺灣省臺北市
608,1928年
609,法國電信
610,霍布斯
611,1897年
612,中山盛產海鹽
613,華北財經辦事處
614,市場分析
615,上海南站
616,2001
617,家庭喜劇片
618,支持者
619,男子
620,反對建文帝削藩
621,麻省理工建築與規劃學院
622,朱熹
623,自由民主黨
624,傳播色情
625,[UNK]
626,大連
627,第五區
628,最古老的活躍軍事單位
629,1982年
630,漢武帝
631,忠清北道
632,要求蘇方撤軍
633,巴黎聖母院
634,西方文明開始衝擊朝鮮半島
635,東晉常[UNK]
636,1936年
637,預言
638,非商用
639,五桂山
640,真鯛
641,嘉義市
642,一級產業
643,29個
644,民國31年
645,10月23日
646,《希臘、羅馬名人傳》
647,固有詞
648,第二次世界大戰
649,5000噸級
650,敘利亞
651,2015年年底
652,古漢語
653,22年
654,阿列克修斯三世的女婿阿列克修斯·杜卡斯
655,汪達爾人
656,喜馬拉雅山脈
657,1937年
658,1964年
659,高麗
660,油氣開發
661,100公里的高度
662,明孝宗
663,周邊地區
664,第一區置車里縣，第二區置五福縣，第三區置佛海縣，第四區
665,1925年
666,照射紫外線
667,九一八事變
668,春秋
669,對大自然的崇拜
670,馬祖
671,1899年
672,牟定縣
673,尼布楚條約
674,中央窩
675,利奧三世
676,「殖民主義
677,奧德
678,181米
679,2000公厘
680,自主性
681,喬治麥克萊倫
682,赤城鎮政府街1號
683,纖維心包
684,羅非魚
685,潘普洛納
686,52眼長白山優質天然礦泉
687,1848年
688,《臺灣府志》
689,埃及
690,第八位
691,盤中戰至6比6時
692,民國39年
693,河南省郵電印刷廠
694,法國
695,超新星
696,全斗煥
697,2007年
698,[UNK][UNK].von[UNK]
699,司法結構
700,420年
701,軍隊編制問題
702,丁日昌
703,韓國
704,1980年代
705,何韻詩
706,1927年
707,婆羅摩笈多
708,2009年
709,湘西土家族苗族自治州
710,許貢
711,減少咖啡豆裡的咖啡因含量
712,北魏孝文帝
713,李定國
714,22條
715,公共健康與醫學領域
716,《新基本法令》
717,1962年
718,洪武三十一年
719,共產黨
720,奧匈帝國
721,突厥汗國
722,白矮星
723,咖啡因
724,司馬元顯
725,階梯狀
726,漳州人
727,6個小時
728,1866年
729,憲法
730,嚴濟慈
731,90年代
732,金日成
733,第5
734,愛德華·懷克-史密斯
735,西班牙瓦倫西亞
736,1787年
737,王保保
738,復仇
739,1898年
740,守舊派
741,蘇聯
742,端敬王后
743,中生代
744,約瑟夫史達林
745,中華人民共和國
746,從未修改國會選區
747,抑制人口增加
748,蘇聯遠東軍
749,全國人民代表大會
750,福建社團聯會
751,水委一
752,可加強土壤的養份。據台灣農業改良會研究，在排水良好的稻田中，就地掩埋稻草，能對第一期作水稻增產10％
753,推行反共政策
754,2.7％
755,日本
756,分子雲內部
757,鮮卑部落
758,法蘭西人
759,1918年
760,1939年
761,東三省巡閱使衛隊旅旅長
762,巴黎條約
763,1970年
764,威斯康辛大學麥迪遜分校
765,在乾燥
766,麻赫穆德·喀什噶里
767,奢侈品
768,兩個分組賽階段的資格賽賽制
769,魯迅
770,民國16年
771,13世紀
772,「三監之亂」
773,周恩來
774,馬略一
775,至元十三年
776,磷化氫
777,60年代
778,圖西族
779,聖餐持紀念說
780,非暴力實踐空腹死刑
781,三國志
782,地心說
783,長沙太守
784,熱遲滯現象：在[UNK]會熔化
785,1978年
786,上海
787,比利時
788,濃硫酸
789,每一種事物都是由原子所組成的
790,兄弟國的盟約
791,2011年
792,硫礦
793,1979年
794,義大利
795,農業
796,卡拉恰伊湖
797,宋理宗趙昀
798,汪達爾-阿蘭王國
799,臺北
800,共和黨
801,日本
802,二戰
803,1976年
804,上海
805,1949年
806,麻省理工學院
807,階級社會
808,1920年代
809,部隊局
810,1449年
811,1986年
812,隆武帝
813,第一次世界大戰
814,孫叔敖
815,《斯納格的奇妙大陸》
816,雙汗制
817,78歲
818,半軍事管制
819,原中華全國體育協進會改為中華全國體育總會
820,恆星自轉
821,人文關懷
822,1956年
823,產假和保護婦女兒童權利法
824,軍閥混戰
825,中國共產黨解放軍
826,韓國
827,人民頻繁的遷移
828,公元前12世紀到前2世紀
829,對境外落地的信號實施地面頻道干擾
830,以保證共和派控制國民議會
831,匈牙利
832,1979年
833,高句麗
834,蘇區
835,臺北縣改制新北市
836,太陽
837,1940年
838,妖怪學
839,1987年
840,[UNK][UNK]
841,汾河
842,關漢卿
843,湯玉麟
844,陳平順
845,主序帶
846,厄德
847,整個站體都位於天橋上的車站
848,1955年
849,全蒙古是中國的一部分
850,金石並用時代
851,天皇
852,朝鮮白頭山
853,德國人
854,2013年
855,羅馬帝國
856,重力
857,外邦人
858,演化是生存競爭中自由淘汰的結果
859,1987年
860,韓國
861,王孝通
862,盧安達愛國陣線掌權後，盧安達開始尋求與鄰近的東非國家以及英語世界國家建立更為密切的關係。
863,法文老師
864,阿瓦魯阿
865,廉興
866,基因特質
867,印地語
868,奧古斯丁
869,康熙帝
870,長高約八公分
871,潛伏期
872,民國43年
873,地質類學科專業
874,副校長
875,咖啡因
876,瓦倫提尼安一世
877,2000年6月
878,韓國高鐵將高速公路
879,美西戰爭
880,尊漢思想
881,蒂羅爾
882,女祭司
883,供應服務過多
884,「1910年革命
885,洛邑
886,元代
887,杜慧度
888,憲政改革
889,英國
890,斯塔福德郡
891,義熙十四年
892,劉少奇
893,2002年
894,大學4年
895,作為天候變異、災禍預知、社會秩序以及超自然現象的合理化解釋
896,東德使館
897,冷戰時期
898,1961年到1970年
899,黑洞
900,顯微注射
901,馬可波羅
902,新羅馬
903,上海鐵路局
904,離岸人民幣
905,《倫敦條約》
906,德語聖經
907,使用精子庫
908,燃燒燃料的速度
909,加拿大軍隊
910,120天
911,1950年代
912,文藝復興運動
913,性犯罪
914,文藝復興式
915,楚州人
916,1590年
917,1961年到1970年
918,埃姆斯蘭
919,柏林國際廣播電台
920,十億光年
921,春秋時期
922,使郵驛通信十分有效地發揮效能
923,媒體維基
924,人文
925,2000年
926,67個
927,1月1日
928,1884年
929,俄國
930,大慶油田
931,私立大學
932,三座
933,早期韓國華僑的聚集所在
934,李雄
935,許榮茂
936,李準
937,英語
938,[UNK]稻
939,宋真宗
940,120%
941,美國聯邦調查局
942,9月
943,其副汗或小汗多帶有伊利的的稱號
944,剛毅
945,路易十四
946,韓國
947,0.07個太陽質量
948,閩南人
949,民國28年
950,李煥之為此曲寫作、1953年
951,公共汽車
952,無核裂卵
953,鴨巴甸
954,東正教
955,八角鼓
956,歐洲鋼鐵產量會下降
957,文化大革命
958,1642年
959,徐載弼
960,朮赤
961,匈奴人
962,芝加哥大學
963,造船業
964,客運與貨運市場的逐漸成長
965,紐格威森林
966,2012年
967,拿破崙
968,戴克里先
969,166年
970,太極兩儀
971,市場經濟
972,1963年
973,亞歷山大六世
974,1789年
975,悼念周恩來集會
976,1998年2月
977,1958年底
978,一些國家採胡漢分治的制度
979,涵元殿
980,杜甫
981,漢文
982,12次
983,科學社會學
984,1138公頃
985,《中華人民共和國村民委員會組織法》
986,荷蘭
987,聯合國
988,奪得影帝最佳男主角寶座
989,內陸山區
990,當地印度組織
991,白[UNK]紀滅絕事件
992,模特
993,《物種原始》
994,1258年
995,元朝
996,1929年
997,1972年
998,汽船
999,文森特
1000,環境保護主義
1001,詹姆士·麥迪遜
1002,1946年
1003,蘇聯紅軍
1004,羅斯托克港具有發達的造船業
1005,1982年12月8日
1006,摩利爾法學院
1007,天狼星
1008,修道主義
1009,1999年
1010,亞歷山大漢密爾頓
1011,中國
1012,1960年
1013,國務委員會委員長
1014,芝加哥公牛隊
1015,蓋戳形式
1016,東校區
1017,100
1018,第二代
1019,匈奴
1020,17日
1021,五等爵制
1022,工程化核酸酶
1023,伊薩克二世
1024,統帥
1025,外部刺激
1026,麥克阿瑟
1027,臺灣本身財政負擔的問題
1028,武漢行營副主任
1029,躲避戰亂
1030,朝鮮半島
1031,16倍
1032,馬爾吉特
1033,[UNK][UNK]
1034,1823年
1035,元音
1036,三人團
1037,舊石器時代
1038,166年
1039,荀子
1040,集團軍
1041,半日制學堂
1042,等待尷尬事件結束
1043,愷撒
1044,韓語
1045,倫敦
1046,基督教
1047,烏爾蘇拉
1048,1964年
1049,印度洋
1050,儘快宣布獨立
1051,挪威
1052,南北戰爭
1053,軍事介入失敗，馬西米連諾遇害，令拿破崙蒙羞
1054,南華縣
1055,英
1056,李紳
1057,在道路無需軌道行駛上的電車
1058,帝位世襲
1059,颱風則多發生於7、8月，年平均雨量約1060公釐
1060,1939年
1061,唐史學家
1062,劉表
1063,慶元
1064,軍事委員會北平分會副委員長
1065,英美法系
1066,石油危機
1067,唐朝
1068,奧斯陸峽灣
1069,1920年
1070,硫代硫酸氨
1071,《金雲翹傳》
1072,89萬
1073,1912年
1074,1627年
1075,環境污染
1076,阿內加達島
1077,唐生智
1078,夏季
1079,臺灣新北地方法院
1080,次級領導人
1081,6世紀
1082,24所
1083,河南
1084,每局比賽前由裁判報出本盤比賽的比分
1085,1所
1086,義大利耶穌會士
1087,一個
1088,破四舊」
1089,三次
1090,為了獲得大寧地區的駐牧權
1091,俗語
1092,郭松齡
1093,爆炸性
1094,雲南省第二殖邊督辦公署
1095,14世紀－17世紀初之明朝時期
1096,1968年
1097,反潛
1098,1932年
1099,吉田定房
1100,世稱恭順
1101,氣候分類系統
1102,抗日戰爭
1103,財產資格限制
1104,劉宋
1105,汗位取得不合法
1106,奧東·德拉羅什
1107,灣仔北
1108,帕塔普斯科河
1109,1945年
1110,義熙十一年
1111,戰時研發商
1112,芬蘭的赫爾辛基
1113,《男人四十》
1114,羅馬帝國
1115,1846年
1116,辛亥革命
1117,史夔
1118,合會朱陸
1119,傑弗里·德維爾阿杜安
1120,阿拉伯半島
1121,塞爾維亞
1122,香港
1123,君主
1124,天下人
1125,日本
1126,尼古拉斯·尼葛洛龐帝
1127,朱序
1128,石油危機
1129,教育產業化
1130,1992年
1131,康拉德·阿登納
1132,江東
1133,聖奧古斯丁
1134,大約公元185年
1135,弱勢群體
1136,大正天皇
1137,四牌樓
1138,北齊
1139,足利義輝
1140,內戰
1141,中華人民共和國衛生部
1142,人人平等
1143,斯拉夫人
1144,第4
1145,聯邦制
1146,1799年
1147,波多黎各
1148,瑞士蘇黎世州
1149,七月初四
1150,德國
1151,76間
1152,民國31年
1153,50元
1154,分散了泛國民黨支持者的票源
1155,2次
1156,拋秧
1157,七個
1158,周恩來
1159,卡加梅
1160,12個
1161,天城體梵字
1162,5月17日
1163,財務報表
1164,宙斯
1165,中尉
1166,德川家康
1167,空射火箭
1168,1836年
1169,敘利亞
1170,上海
1171,德里克·羅勃茲
1172,伊斯蘭教
1173,地球生態系統服務對人們的恩典
1174,哥廷根亨德爾國際音樂節
1175,滬昆高速公路
1176,繼續懷孕會有危險時
1177,法國
1178,歐幾里得
1179,本頓
1180,通州張家灣
1181,製導
1182,《血盟救國軍軍歌》
1183,廣州
1184,聽診器
1185,為當時膝下無兒的拿破崙生下一個繼承人。有人認為，他的真正生父另有其人，所以他的繼承合法性值得質疑。但是，主流意見都認為路易-拿破崙是路易·波拿巴和博阿爾內的兒子
1186,唯泰主義
1187,1970年代浙江河姆渡遺址的七千年前稻穀的出土、1993年
1188,「兩岸經濟合作架構協議」
1189,攻擊明朝的軍事重鎮大同
1190,自由主義
1191,1874年
1192,每一聲波周期因而都可以有一定數量的纖維同步發放
1193,卡斯特拉
1194,李克強
1195,河東道
1196,網站備案制度
1197,古老
1198,熱帶稀樹草原
1199,日本
1200,代替太原綏靖公署職權
1201,63個
1202,46公里
1203,公元第二世紀
1204,帕多瓦大學
1205,八千多年
1206,吉隆坡
1207,1889年
1208,不承擔國家賦役
1209,發展局
1210,該處是最溫暖的
1211,北京電視台
1212,大衢縣
1213,大清洗
1214,英國
1215,美國大學協會
1216,公共教育經費
1217,日本關東軍
1218,開京
1219,美國大蕭條時期
1220,為了解決元成宗時期的財政危機
1221,伊薩克二世
1222,明文
1223,蔣介石
1224,全印穆斯林聯盟
1225,受通古斯人壓力
1226,喇嘛教
1227,鎌倉時代
1228,氣泡狀範圍
1229,建設中國特色社會主義
1230,劉裕
1231,東正教
1232,鮑德溫伯爵
1233,佛教
1234,三代
1235,東正教
1236,臺北市
1237,鄧小平
1238,南斯拉夫」
1239,武陵
1240,殺蟲
1241,法國大革命
1242,自由韓國黨
1243,否決權
1244,二十世紀
1245,積極進攻
1246,加拿大
1247,1926年
1248,「義大利汽車之都」
1249,火箭發動機
1250,機械門控通道
1251,在軌道上驅動列車
1252,聖喬治拉丁文學校
1253,23年
1254,1948年12月1日
1255,武宗系
1256,私兵制度
1257,魏博拉盧比民達行業工會
1258,「濂溪弦鐸之地，山谷桑梓之鄉
1259,繁衍後代所需基因物質產生的方式
1260,非洲
1261,瓊州海峽
1262,安德魯約翰遜
1263,普林斯頓大學
1264,83年
1265,釣魚台國賓館
1266,伊達政宗
1267,解釋恆星內部和恆星演化的模型
1268,民國5年
1269,杜拜金融服務局
1270,希洛克勒斯
1271,班傑明·富蘭克林
1272,高雄
1273,第二代
1274,日美神奈川條約
1275,北京
1276,無晶態
1277,哈利里德
1278,低可偵測性
1279,柏拉圖
1280,波蘭人
1281,李登輝訪美及臺灣舉行總統大選大表不滿，因而在臺灣近海試射導彈及進行軍事演習，美國為此兩度派出航空母艦戰鬥群巡弋臺灣海峽
1282,英祖四年
1283,改良式腳踏車
1284,那一夜，我們說相聲
1285,二
1286,1830年
1287,[UNK]
1288,八月
1289,行為主義元素與認知心理學被整合成為認知行為療法的基礎。這種心理治療由美國心理學家阿爾伯特·艾利斯和精神病學家亞倫·[UNK]·貝克創立而成。認知心理學與其它學科，如精神哲學、計算機科學、神經科學，一道被歸入的上層學科認知科學
1290,廣州話
1291,傑瑞·威斯特
1292,粳稻
1293,挪威
1294,1800個
1295,中國郵政集團公司
1296,我一日未受詔，父一日在朝榮耀
1297,我們是一個民族！
1298,亞裔安納托利亞人
1299,福島縣會津地區
1300,1913年
1301,土地銷售
1302,阿拉曼人
1303,水牛城勇士
1304,天花病
1305,牡丹峰樂團
1306,印度
1307,3座
1308,周敦頤
1309,藝術家村
1310,朱利烏斯·凱撒
1311,豫
1312,1919年4月13日
1313,140118人
1314,喃字
1315,排灣族
1316,洛克菲勒紀念教堂
1317,臨時代議制
1318,高宗
1319,2015年
1320,2014年
1321,自由民主黨
1322,水田
1323,九年一貫之綱要文句太含糊
1324,479年
1325,病態賭徒
1326,全國人民代表大會
1327,太空探索
1328,黃中理
1329,《雅爾達協定》
1330,西班牙
1331,1913年
1332,美國
1333,鐵
1334,普羅斯佩·梅里美、維歐勒·勒·杜克在拿破崙
1335,廣東省
1336,聖母大學
1337,羅馬法
1338,心理學家
1339,希臘
1340,拉丁字母
1341,《中俄密約》
1342,吉米·史都華
1343,雙重國籍
1344,克拉克望遠鏡
1345,生物質
1346,學權部
1347,就地掩埋稻草
1348,66種
1349,類比訊號
1350,回族
1351,視錐細胞
1352,人口眾多
1353,威廉二世
1354,遵義會議
1355,《我於青春無悔》
1356,君士坦丁大帝
1357,美國國家草地網球聯盟
1358,10月9日
1359,希臘字母
1360,朱棣
1361,外交手段
1362,1887年
1363,2008年
1364,畢達哥拉斯
1365,2010年
1366,1918年
1367,對刺激的回應
1368,魯宗之
1369,西班牙企圖顛覆德川幕府陰謀
1370,「朝鮮王朝
1371,2012年
1372,生物動力學
1373,印度洋暖濕氣流
1374,太白山脈
1375,庫倫
1376,設計
1377,民國十八年
1378,太白山脈
1379,一萬兌一比率
1380,25個
1381,東北停戰協定
1382,1996年
1383,1985年
1384,4世紀
1385,顯示自己的獨立自主
1386,公元前三世紀
1387,港鐵九龍灣站
1388,1980年代
1389,1997年
1390,牛津大學默頓學院
1391,折下吉延
1392,越南
1393,1914年
1394,為會議提供傳譯服務
1395,2300多種
1396,所含的碳已經離開碳循環太久了
1397,女性
1398,40倍
1399,1957年
1400,白色
1401,1856年
